water_saturation,water_relative_permeability,oil_relative_permeability,water_oil_capillary_pressure,iteration,N_w,N_o,coef_water,day,well_type,oil_prod,water_prod,gas_prod,res_vol_prod,oil_inj,water_inj,gas_inj,res_vol_inj
0.18,0.0,0.4583622205862807,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.18,0.0,0.4583622205862807,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.24,0.0,0.34000656640188737,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.24,0.0,0.34000656640188737,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.3,0.0,0.2460889920160374,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.3,0.0,0.2460889920160374,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.36,0.0,0.1730247508399717,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.36,0.0,0.1730247508399717,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.42,0.0,0.11750421677019066,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.42,0.0,0.11750421677019066,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.48,0.01,0.07649459743408456,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.48,0.01,0.07649459743408456,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.54,0.01,0.0472418296567026,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.54,0.01,0.0472418296567026,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.6,0.02,0.0272726990150409,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.6,0.02,0.0272726990150409,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.66,0.03,0.014397241501554334,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.66,0.03,0.014397241501554334,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.72,0.05,0.006711511010168194,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.72,0.05,0.006711511010168194,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.78,0.07,0.002600839888359692,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.78,0.07,0.002600839888359692,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.84,0.1,0.0007438001115650131,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.84,0.1,0.0007438001115650131,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.91,0.15,7.748308683615375e-05,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
0.91,0.15,7.748308683615375e-05,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
1.0,0.23,0.0,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,PROD,43878.5,0.0,351.0,286022.9,0.0,0.0,0.0,0.0
1.0,0.23,0.0,0.0,604,4.597209263152738,3.9309238737718646,0.23,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252833.2
0.12,0.0,0.6647374287732117,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.12,0.0,0.6647374287732117,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.18,0.0,0.5304918533364372,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.18,0.0,0.5304918533364372,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.24,0.0,0.4161592275238643,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.24,0.0,0.4161592275238643,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.3,0.0,0.3200120627950061,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.3,0.0,0.3200120627950061,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.36,0.01,0.24034924004360178,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.36,0.01,0.24034924004360178,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.42,0.01,0.1754978232291125,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.42,0.01,0.1754978232291125,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.48,0.02,0.12381517964424488,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.48,0.02,0.12381517964424488,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.54,0.04,0.08369149603514653,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.54,0.04,0.08369149603514653,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.6,0.06,0.053552819261451876,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.6,0.06,0.053552819261451876,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.66,0.1,0.03186481475853663,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.66,0.1,0.03186481475853663,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.72,0.15,0.017137548160345357,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.72,0.15,0.017137548160345357,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.78,0.21,0.007931805527153979,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.78,0.21,0.007931805527153979,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.84,0.3,0.002867904450849732,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.84,0.3,0.002867904450849732,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.91,0.43,0.00045638583349425583,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
0.91,0.43,0.00045638583349425583,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
1.0,0.66,0.0,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,PROD,44227.0,0.0,351.7,287069.4,0.0,0.0,0.0,0.0
1.0,0.66,0.0,0.0,605,4.597209263152738,3.1944957363200004,0.66,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252835.9
0.12,0.0,0.5435377573960226,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.12,0.0,0.5435377573960226,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.18,0.0,0.3881196375002337,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.18,0.0,0.3881196375002337,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.24,0.0,0.27013604363040644,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.24,0.0,0.27013604363040644,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.3,0.0,0.182494519277447,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.3,0.0,0.182494519277447,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.36,0.01,0.11902655373335239,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.36,0.01,0.11902655373335239,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.42,0.02,0.07443092088551644,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.42,0.02,0.07443092088551644,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.48,0.03,0.04421588059673958,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.48,0.03,0.04421588059673958,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.54,0.05,0.02464010875031434,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.54,0.05,0.02464010875031434,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.6,0.08,0.012652190264745438,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.6,0.08,0.012652190264745438,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.66,0.13,0.005828465304628579,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.66,0.13,0.005828465304628579,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.72,0.19,0.0023089553801715146,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.72,0.19,0.0023089553801715146,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.78,0.28,0.0007309998491806154,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.78,0.28,0.0007309998491806154,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.84,0.39,0.0001600779184953193,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.84,0.39,0.0001600779184953193,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.91,0.57,1.0295065108991617e-05,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
0.91,0.57,1.0295065108991617e-05,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
1.0,0.88,0.0,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,PROD,43499.6,0.0,350.2,284788.5,0.0,0.0,0.0,0.0
1.0,0.88,0.0,0.0,606,4.597209263152738,4.769146716566639,0.88,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252733.9
0.12,0.0,0.6052658020169904,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.12,0.0,0.6052658020169904,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.18,0.0,0.4586580991617949,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.18,0.0,0.4586580991617949,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.24,0.0,0.34031011968248626,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.24,0.0,0.34031011968248626,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.3,0.0,0.24637457220362916,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.3,0.0,0.24637457220362916,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.36,0.01,0.17327602575979034,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.36,0.01,0.17327602575979034,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.42,0.02,0.11771253563267813,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.42,0.02,0.11771253563267813,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.48,0.03,0.07665742686726297,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.48,0.03,0.07665742686726297,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.54,0.06,0.04736126809218864,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.54,0.06,0.04736126809218864,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.6,0.09,0.02735407944488234,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.6,0.09,0.02735407944488234,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.66,0.15,0.014447835324824689,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.66,0.15,0.014447835324824689,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.72,0.22,0.006739349621256975,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.72,0.22,0.006739349621256975,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.78,0.32,0.002613676698192587,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.78,0.32,0.002613676698192587,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.84,0.44,0.0007482456622769348,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.84,0.44,0.0007482456622769348,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.91,0.64,7.809215564323911e-05,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
0.91,0.64,7.809215564323911e-05,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
1.0,0.99,0.0,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,PROD,43889.5,0.0,350.9,285976.6,0.0,0.0,0.0,0.0
1.0,0.99,0.0,0.0,607,4.597209263152738,3.9276721667169934,0.99,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252783.1
0.12,0.0,0.5868828105138585,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.12,0.0,0.5868828105138585,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.18,0.0,0.4372147535134339,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.18,0.0,0.4372147535134339,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.24,0.0,0.31850670862164643,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.24,0.0,0.31850670862164643,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.3,0.0,0.22605934239902747,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.3,0.0,0.22605934239902747,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.36,0.0,0.155587691202164,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.36,0.0,0.155587691202164,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.42,0.01,0.10321543318951543,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.42,0.01,0.10321543318951543,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.48,0.01,0.0654687346520874,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.48,0.01,0.0654687346520874,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.54,0.02,0.03926959380300654,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.54,0.02,0.03926959380300654,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.6,0.04,0.0219285812268945,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.6,0.04,0.0219285812268945,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.66,0.06,0.011136840850533312,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.66,0.06,0.011136840850533312,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.72,0.08,0.004957160651895431,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.72,0.08,0.004957160651895431,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.78,0.12,0.0018138326738723275,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.78,0.12,0.0018138326738723275,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.84,0.17,0.00048086267462451,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.84,0.17,0.00048086267462451,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.91,0.25,4.368134137376929e-05,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
0.91,0.25,4.368134137376929e-05,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
1.0,0.38,0.0,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,PROD,43775.5,0.0,350.8,285727.3,0.0,0.0,0.0,0.0
1.0,0.38,0.0,0.0,608,4.597209263152738,4.1689436346998585,0.38,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252767.4
0.12,0.0,0.6104739410268059,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,PROD,43899.3,0.0,351.2,286207.1,0.0,0.0,0.0,0.0
0.12,0.0,0.6104739410268059,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252808.6
0.18,0.0,0.46479945212642015,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,PROD,43899.3,0.0,351.2,286207.1,0.0,0.0,0.0,0.0
0.18,0.0,0.46479945212642015,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252808.6
0.24,0.0,0.3466276588414853,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,PROD,43899.3,0.0,351.2,286207.1,0.0,0.0,0.0,0.0
0.24,0.0,0.3466276588414853,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252808.6
0.3,0.0,0.2523353133621367,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,PROD,43899.3,0.0,351.2,286207.1,0.0,0.0,0.0,0.0
0.3,0.0,0.2523353133621367,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252808.6
0.36,0.01,0.1785373451248901,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,PROD,43899.3,0.0,351.2,286207.1,0.0,0.0,0.0,0.0
0.36,0.01,0.1785373451248901,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252808.6
0.42,0.01,0.12208961318264012,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,PROD,43899.3,0.0,351.2,286207.1,0.0,0.0,0.0,0.0
0.42,0.01,0.12208961318264012,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252808.6
0.48,0.02,0.08009194309010095,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,PROD,43899.3,0.0,351.2,286207.1,0.0,0.0,0.0,0.0
0.48,0.02,0.08009194309010095,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252808.6
0.54,0.04,0.04989150928741105,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,PROD,43899.3,0.0,351.2,286207.1,0.0,0.0,0.0,0.0
0.54,0.04,0.04989150928741105,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,INJ,0.0,0.0,0.0,0.0,0.0,0.0,365.0,252808.6
0.6,0.06,0.029086645389811698,0.0,609,4.597209263152738,3.86064816373092,0.68,3650,PROD,43899.3,0.0,351.2,286207.1,0.0,0.0,0.0,0.0
